LP,Data_przybycia,Nr_IMO,Bandera,Nabrzeze
561,2016/03/19,8505939,AG,CHORZOWSKIE
562,2016/03/20,8505953,MT,REMONTOWE
563,2016/03/20,9549619,RU,GLIWICKIE
564,2016/03/20,9552082,AG,CZESKIE
565,2016/03/20,9154268,CY,GORNOSLASKIE
566,2016/03/21,8129395,FO,KATOWICKIE
567,2016/03/21,9032458,VC,GORNOSLASKIE
568,2016/03/21,7615749,PL,SLOWACKIE
569,2016/03/21,9281786,GI,BELGIJSKIE
570,2016/03/22,9319430,GI,PARNICKIE
571,2016/03/22,9356490,NL,ANGIELSKIE
572,2016/03/22,9710177,HK,CZESKIE
573,2016/03/22,9315006,NL,FINSKIE
574,2016/03/22,9163647,AG,KATOWICKIE
575,2016/03/22,9382748,NL,SNOP S
576,2016/03/22,7704057,PL,CAL
577,2016/03/22,7382495,MT,KATOWICKIE
578,2016/03/22,9267704,NL,GLIWICKIE
579,2016/03/23,9516179,CY,KATOWICKIE
580,2016/03/23,9341782,NL,PIRS E
581,2016/03/23,8918708,NL,WEGIERSKIE
582,2016/03/23,9392391,PA,HUTA (KRA)
583,2016/03/23,6519302,PL,REMONTOWE
584,2016/03/23,9434151,CY,GORNOSLASKIE
585,2016/03/23,8404458,VU,ANGIELSKIE
586,2016/03/23,9000833,BB,HUK
587,2016/03/23,9293478,CY,BULGARSKIE
588,2016/03/23,8027779,DK,BULGARSKIE
589,2016/03/23,9341732,NL,HUK
590,2016/03/24,9463449,NL,GORNOSLASKIE
591,2016/03/24,9136096,BE,BELGIJSKIE
592,2016/03/24,7703259,AG,CHORZOWSKIE
593,2016/03/24,7641475,PL,CAL
594,2016/03/24,9219874,NL,CZESKIE
595,2016/03/24,9422275,AG,PARNICKIE
596,2016/03/25,9129122,FO,SNOP N
597,2016/03/25,9525182,IM,CPN III
598,2016/03/25,8919221,AG,DRZETOWSKIE N
599,2016/03/25,6808090,VC,GLIWICKIE
600,2016/03/25,9161247,PL,BULWAR CHROBREGO
601,2016/03/25,9349186,AG,FINSKIE
602,2016/03/25,9001904,BS,REMONTOWE
603,2016/03/25,9360996,CY,CZESKIE
604,2016/03/25,8636817,SE,GRECKIE
605,2016/03/25,9073880,BS,REGALICA
606,2016/03/25,9313747,MT,GORNOSLASKIE
607,2016/03/25,8320585,DM,POLSKIE
608,2016/03/25,8516809,CA,REMONTOWE
609,2016/03/26,8407228,DE,ARSENAL
610,2016/03/26,8628133,RU,WALBRZYSKIE
611,2016/03/26,9363170,DK,FOSFATOWE DALBY
612,2016/03/27,8919843,CY,GDYNSKIE N
613,2016/03/28,9331335,NL,HUTA (KRA)
614,2016/03/28,9114725,MT,GLIWICKIE
615,2016/03/28,9041320,AG,BYTOMSKIE
616,2016/03/28,9454383,AG,CZESKIE
617,2016/03/28,9489522,NL,GORNOSLASKIE
618,2016/03/28,9173563,NO,SNOP N
619,2016/03/28,9247106,GI,PIRS E
620,2016/03/28,9126900,MT,HUK
621,2016/03/29,8129395,FO,KATOWICKIE
622,2016/03/29,9211078,CY,SNOP N
623,2016/03/29,9592745,LR,SLOWACKIE
624,2016/03/29,9231846,AG,FINSKIE
625,2016/03/29,9305362,PT,PARNICKIE
626,2016/03/29,7330052,NO,WALBRZYSKIE
627,2016/03/29,7615749,PL,SPOLDZIELCZE
628,2016/03/29,9523562,SG,CZESKIE
629,2016/03/30,8918734,NL,WEGIERSKIE
630,2016/03/30,9549621,RU,GLIWICKIE
631,2016/03/30,9356488,NL,ANGIELSKIE
632,2016/03/30,9059248,DK,WULKAN N
633,2016/03/30,9549657,RU,BULGARSKIE
634,2016/03/30,9210012,BS,REGALICA
635,2016/03/30,9361366,NL,CEMENTOWE
636,2016/03/30,8919221,AG,DRZETOWSKIE N
637,2016/03/30,8404446,BE,HOLENDERSKIE
638,2016/03/31,8719085,FO,CHORZOWSKIE
639,2016/03/31,9357482,CW,PRZEMYSLOWE
640,2016/03/31,9534262,LR,KATOWICKIE
641,2016/03/31,9300489,PT,PARNICKIE
642,2016/03/31,9234410,BS,PARNICKIE
643,2016/03/31,9549619,RU,BULGARSKIE
644,2016/04/01,9219874,NL,CZESKIE
645,2016/04/01,9195822,FO,CHORZOWSKIE
646,2016/04/01,9161247,PL,BULWAR CHROBREGO
647,2016/04/01,9150080,GI,FINSKIE
648,2016/04/01,7823334,VC,HUTA (KRA)
649,2016/04/02,9360996,CY,FINSKIE
650,2016/04/02,8881711,RU,FOSFATOWE
651,2016/04/02,8815786,AG,OKO
652,2016/04/02,9336701,DK,FOSFATOWE DALBY
653,2016/04/02,7704057,PL,CAL
654,2016/04/03,8222185,AG,MAZOWIECKIE
655,2016/04/03,9558012,GB,GLIWICKIE
656,2016/04/03,9232486,NL,PARNICKIE
657,2016/04/03,8919855,AG,POLSKIE
658,2016/04/04,9341184,GI,GNIE????NIENSKIE
659,2016/04/04,9279056,NL,CZESKIE
660,2016/04/04,9341756,NL,SLOWACKIE
661,2016/04/04,9462744,NL,ANGIELSKIE
662,2016/04/04,9223435,NL,CHORZOWSKIE
663,2016/04/04,8867246,RU,WEGIERSKIE
664,2016/04/04,6605503,PL,WARSZTATOWE
665,2016/04/04,9582867,AG,SNOP S
666,2016/04/05,9391000,NO,HUTA (KRA)
667,2016/04/05,9219460,GI,CZESKIE
668,2016/04/05,9545039,NL,HUTA (KRA)
669,2016/04/05,9313709,MT,HOLENDERSKIE
670,2016/04/05,9199402,GI,SLOWACKIE
671,2016/04/05,9136307,DK,ARSENAL
672,2016/04/05,8225474,PL,WARSZTATOWE
673,2016/04/05,8415653,NO,GLIWICKIE
674,2016/04/06,8215728,BS,HUTA (KRA)
675,2016/04/06,8209743,NO,HUTA (KRA)
676,2016/04/06,9015450,AG,ANGIELSKIE
677,2016/04/06,9434163,CY,RUMUNSKIE
678,2016/04/06,9211107,PA,CHORZOWSKIE
679,2016/04/07,9534298,LR,HUTA (KRA)
680,2016/04/07,9201827,NL,SLOWACKIE
681,2016/04/07,9277319,MT,HUTA (KRA)
682,2016/04/07,8814201,VC,REGALICA
683,2016/04/08,9456745,NL,KATOWICKIE
684,2016/04/08,9734264,BS,CEMENTOWE
685,2016/04/08,9690896,SG,SLOWACKIE
686,2016/04/08,9219874,NL,CZESKIE
687,2016/04/08,9142631,NL,HUTA (KRA)
688,2016/04/08,9161247,PL,BULWAR CHROBREGO
689,2016/04/08,9349186,AG,FINSKIE
690,2016/04/08,9374674,DE,REGALICA
691,2016/04/08,9195872,AG,GDYNSKIE N
692,2016/04/08,9136096,BE,BELGIJSKIE
693,2016/04/08,9534456,NL,CZESKIE
694,2016/04/08,9234410,BS,CHORZOWSKIE
695,2016/04/08,8518297,BB,SNOP N
696,2016/04/09,7704057,PL,KATOWICKIE
697,2016/04/09,8919221,AG,DRZETOWSKIE N
698,2016/04/09,6617855,AG,SNOP N
699,2016/04/09,9229544,NL,WARSZTATOWE
700,2016/04/09,9101546,MT,GDANSKIE
701,2016/04/09,9000833,BB,GORNOSLASKIE
702,2016/04/09,9199139,AG,WULKAN N
703,2016/04/09,9052692,NL,PARNICKIE
704,2016/04/09,8636817,SE,GRECKIE
705,2016/04/09,9360996,CY,FINSKIE
706,2016/04/10,8918708,NL,WEGIERSKIE
707,2016/04/10,9245263,AG,GDYNSKIE S
708,2016/04/10,9466219,NL,CZESKIE
709,2016/04/10,9454383,AG,ANGIELSKIE
710,2016/04/10,9223423,NL,CZESKIE
711,2016/04/10,7615749,PL,FINSKIE
712,2016/04/11,9377975,HK,BYTOMSKIE
713,2016/04/11,9171096,BB,BULGARSKIE
714,2016/04/11,9344320,PT,PARNICKIE
715,2016/04/11,9167344,CY,PRZEMYSLOWE
716,2016/04/11,9238404,NO,WALBRZYSKIE
717,2016/04/11,7514440,VC,SLOWACKIE
718,2016/04/11,9195418,NL,SNOP S
719,2016/04/12,9122227,AG,CZESKIE
720,2016/04/12,9313826,NL,POLSKIE
721,2016/04/12,9234989,AG,FINSKIE
722,2016/04/12,9313864,NL,PARNICKIE
723,2016/04/12,9225586,NL,GORNOSLASKIE
724,2016/04/12,9136101,BE,ANGIELSKIE
725,2016/04/12,7421863,KN,SPOLDZIELCZE
726,2016/04/12,8920567,NO,FARBOLAK SWFIL
727,2016/04/12,9385908,NL,GORNOSLASKIE
728,2016/04/13,9491757,BB,GLIWICKIE
729,2016/04/13,8211629,CK,GORNOSLASKIE
730,2016/04/13,9126429,MT,KATOWICKIE
731,2016/04/13,8504208,DE,SNOP N
732,2016/04/13,9226712,GI,POZNANSKIE
733,2016/04/13,9116802,LV,MAZOWIECKIE
734,2016/04/13,7636365,VC,REMONTOWE
735,2016/04/13,7823334,VC,ODRA STARE
736,2016/04/14,9525182,IM,CPN III
737,2016/04/14,9552070,AG,CZESKIE
738,2016/04/14,9336696,DK,FOSFATOWE DALBY
739,2016/04/14,8320585,DM,POLSKIE
740,2016/04/14,9507740,LR,GNIE????NIENSKIE
741,2016/04/14,9135834,IL,SNOP N
742,2016/04/14,9403906,MT,HUTA (KRA)
743,2016/04/14,9219874,NL,FINSKIE
744,2016/04/15,8412417,VC,HUTA (KRA)
745,2016/04/15,8912027,AG,REGALICA
746,2016/04/15,9150080,GI,CZESKIE
747,2016/04/15,9305362,PT,PARNICKIE
748,2016/04/15,8321656,DK,DRZETOWSKIE N
749,2016/04/16,9201803,NL,SLOWACKIE
750,2016/04/16,9116802,LV,MAZOWIECKIE
751,2016/04/16,9501681,AG,KATOWICKIE
752,2016/04/16,9150494,MT,PARNICKIE
753,2016/04/16,8873764,RU,KATOWICKIE
754,2016/04/16,9345714,RU,SLOWACKIE
755,2016/04/17,9369526,GI,PARNICKIE
756,2016/04/17,7704057,PL,CAL
757,2016/04/17,9060675,BB,BYTOMSKIE
758,2016/04/17,6617855,AG,SNOP N
759,2016/04/17,9364148,NL,GORNOSLASKIE
760,2016/04/18,9360984,CY,CZESKIE
761,2016/04/18,9360996,CY,FINSKIE
762,2016/04/18,8129395,FO,GLIWICKIE
763,2016/04/18,9548304,NL,HUTA (KRA)
764,2016/04/18,9119634,DE,NOTECKIE
765,2016/04/18,8412687,BS,BULGARSKIE
766,2016/04/18,8873025,RU,BULGARSKIE
767,2016/04/19,8918734,NL,WEGIERSKIE
768,2016/04/19,9116802,LV,MAZOWIECKIE
769,2016/04/19,9614282,LR,KATOWICKIE
770,2016/04/19,9232486,NL,REGALICA
771,2016/04/19,9621871,MT,CHORZOWSKIE
772,2016/04/19,7641475,PL,CAL
773,2016/04/19,8211629,CK,REGALICA
774,2016/04/19,6605503,PL,WARSZTATOWE
775,2016/04/19,9523548,NO,HUTA (KRA)
776,2016/04/20,7810222,CY,WALBRZYSKIE
777,2016/04/20,8919221,AG,FOSFATOWE
778,2016/04/20,8919855,AG,BELGIJSKIE
779,2016/04/20,9164794,IT,GORNOSLASKIE
780,2016/04/20,6604690,DK,ARSENAL
781,2016/04/20,9385908,NL,SNOP N
782,2016/04/20,7704057,PL,CAL
783,2016/04/21,9411745,NL,SLOWACKIE
784,2016/04/21,9161247,PL,BULWAR CHROBREGO
785,2016/04/21,8412417,VC,HUTA (KRA)
786,2016/04/21,9234410,BS,BYTOMSKIE
787,2016/04/21,9219874,NL,CZESKIE
788,2016/04/21,9167332,CY,CZESKIE
789,2016/04/21,9356505,NL,ANGIELSKIE
790,2016/04/22,9116802,LV,MAZOWIECKIE
791,2016/04/22,9155688,LT,PARNICKIE
792,2016/04/22,9349186,AG,FINSKIE
793,2016/04/22,8222185,AG,OKO
794,2016/04/22,7641475,PL,CAL
795,2016/04/22,9145140,BS,REMONTOWE
796,2016/04/23,9313864,NL,SLOWACKIE
797,2016/04/23,9341732,NL,PIRS E
798,2016/04/23,9717694,MH,SLOWACKIE
799,2016/04/23,7704057,PL,PIRS E
800,2016/04/23,8225474,PL,WARSZTATOWE
801,2016/04/23,9523574,SG,CZESKIE
802,2016/04/24,9341720,NL,GLIWICKIE
803,2016/04/24,7638349,BS,CEMENTOWE
804,2016/04/24,9313773,NL,BULGARSKIE
805,2016/04/24,8867052,RU,WALBRZYSKIE
806,2016/04/24,9374698,AG,HOLENDERSKIE
807,2016/04/24,9245275,AG,CHORZOWSKIE
808,2016/04/24,9234989,AG,FINSKIE
809,2016/04/24,9122227,AG,KATOWICKIE
810,2016/04/24,8912912,AG,GORNOSLASKIE
811,2016/04/25,8230376,RU,HUTA (KRA)
812,2016/04/25,9131589,GI,HUTA (KRA)
813,2016/04/25,9534298,LR,GORNOSLASKIE
814,2016/04/25,9138642,LR,KATOWICKIE
815,2016/04/25,9279070,AG,CZESKIE
816,2016/04/25,6617855,AG,SNOP S
817,2016/04/25,9205902,HK,BYTOMSKIE
818,2016/04/25,9240732,VC,GLIWICKIE
819,2016/04/25,9427524,DK,FOSFATOWE DALBY
820,2016/04/25,8404446,BE,ANGIELSKIE
821,2016/04/26,8918708,NL,WEGIERSKIE
822,2016/04/26,8876572,BZ,REGALICA
823,2016/04/26,9116802,LV,MAZOWIECKIE
824,2016/04/26,9710892,MT,KATOWICKIE
825,2016/04/26,9052692,NL,PARNICKIE
826,2016/04/26,9360996,CY,FINSKIE
827,2016/04/26,9374703,NL,SNOP S
828,2016/04/26,7810210,MT,GLIWICKIE
829,2016/04/27,8500630,KN,GNIE????NIENSKIE
830,2016/04/27,8419635,RU,BULGARSKIE
831,2016/04/27,6507983,VC,SNOP N
832,2016/04/28,9235505,AG,HUK
833,2016/04/28,9504152,NL,WALBRZYSKIE
834,2016/04/28,9219874,NL,FINSKIE
835,2016/04/28,9100138,NO,NOTECKIE
836,2016/04/29,9433353,AG,SNOP N
837,2016/04/29,9161247,PL,BULWAR CHROBREGO
838,2016/04/29,9150080,GI,CZESKIE
839,2016/04/29,8505939,AG,KATOWICKIE
840,2016/04/29,8321656,DK,DRZETOWSKIE N
841,2016/04/29,9150509,MT,HUK
842,2016/04/30,7704057,PL,CAL
843,2016/04/30,9734264,BS,CEMENTOWE
844,2016/05/01,8203543,AG,REMONTOWE
845,2016/05/01,9043378,DK,GORNOSLASKIE
846,2016/05/01,8801072,LV,PARNICKIE
847,2016/05/01,9034494,NO,BYTOMSKIE
848,2016/05/01,9360984,CY,FINSKIE
849,2016/05/01,9163623,BS,REGALICA
850,2016/05/02,9566784,AG,BELGIJSKIE
851,2016/05/02,8867246,RU,SLOWACKIE
852,2016/05/02,8919855,AG,SLOWACKIE
853,2016/05/02,7641475,PL,CAL
854,2016/05/02,9232486,NL,PARNICKIE
855,2016/05/02,9179995,CY,GDANSKIE
856,2016/05/03,9126297,US,CZESKIE
857,2016/05/04,9552020,AG,SLOWACKIE
858,2016/05/04,9163635,NL,HOLENDERSKIE
859,2016/05/04,9431599,NL,PARNICKIE
860,2016/05/04,9195652,NL,RUMUNSKIE
861,2016/05/04,9248370,CY,GLIWICKIE
862,2016/05/04,9005730,BB,SNOP N
863,2016/05/04,8505953,MT,CHORZOWSKIE
864,2016/05/04,7704057,PL,CAL
865,2016/05/04,8415653,NO,HUTA (KRA)
866,2016/05/04,9458145,TR,WALBRZYSKIE
867,2016/05/04,8702252,RU,BULGARSKIE
868,2016/05/04,9617325,CY,REGALICA
869,2016/05/05,7641475,PL,CAL
870,2016/05/05,9165308,AG,KATOWICKIE
871,2016/05/05,9148180,NL,HOLENDERSKIE
872,2016/05/05,9360996,CY,FINSKIE
873,2016/05/05,9088299,SE,SLOWACKIE
874,2016/05/05,9430997,MT,GLIWICKIE
875,2016/05/05,8505941,VC,CZESKIE
876,2016/05/05,7924401,AG,ARSENAL
877,2016/05/06,7704057,PL,CAL
878,2016/05/06,9219874,NL,CZESKIE
879,2016/05/06,8908507,GB,REGALICA
880,2016/05/06,9349186,AG,FINSKIE
881,2016/05/06,8919221,AG,DRZETOWSKIE N
882,2016/05/06,8404496,NL,KATOWICKIE
883,2016/05/06,9279068,NL,CZESKIE
884,2016/05/06,9161247,PL,BULWAR CHROBREGO
885,2016/05/07,9392391,PA,HUTA (KRA)
886,2016/05/07,9259020,NL,CHORZOWSKIE
887,2016/05/08,8404446,BE,BELGIJSKIE
888,2016/05/08,9167978,LV,DRZETOWSKIE N
889,2016/05/08,9356488,NL,HOLENDERSKIE
890,2016/05/08,8918734,NL,WEGIERSKIE
891,2016/05/08,9229116,PA,GORNOSLASKIE
892,2016/05/09,9163647,AG,HUTA (KRA)
893,2016/05/09,9280677,AG,KATOWICKIE
894,2016/05/09,9263588,NL,SLOWACKIE
895,2016/05/09,7704057,PL,CAL
896,2016/05/10,9548304,NL,HUK
897,2016/05/10,9156498,LR,WROCLAWSKIE
898,2016/05/10,9193707,LR,GORNOSLASKIE
899,2016/05/10,9660566,HK,SLOWACKIE
900,2016/05/11,9364136,NL,KATOWICKIE
901,2016/05/11,9136096,BE,GDANSKIE
902,2016/05/11,7704057,PL,CAL
903,2016/05/11,9552020,AG,WALBRZYSKIE
904,2016/05/11,8906286,CY,HUTA (KRA)
905,2016/05/11,9201803,NL,SLOWACKIE
906,2016/05/12,9313826,NL,PRZEMYSLOWE
907,2016/05/12,7713345,VC,GLIWICKIE
908,2016/05/12,9360996,CY,FINSKIE
909,2016/05/12,9176694,SG,KATOWICKIE - DALBY
910,2016/05/12,9056040,BB,BYTOMSKIE
911,2016/05/12,8010324,RU,BULGARSKIE
912,2016/05/12,8222185,AG,OKO
913,2016/05/12,9219874,NL,FINSKIE
914,2016/05/12,9361366,NL,CEMENTOWE
915,2016/05/12,8321656,DK,DRZETOWSKIE N
916,2016/05/13,9150080,GI,CZESKIE
917,2016/05/13,9369526,GI,GLIWICKIE
918,2016/05/13,8505927,AG,CHORZOWSKIE
919,2016/05/13,8402577,AG,HUTA (KRA)
920,2016/05/14,9313759,MT,WALBRZYSKIE
921,2016/05/14,9229867,CH,KATOWICKIE
922,2016/05/14,9518426,AG,REGALICA
923,2016/05/14,9518969,LR,SLOWACKIE
924,2016/05/14,9571208,GI,BULGARSKIE
925,2016/05/14,8628133,RU,GLIWICKIE
926,2016/05/14,8919855,AG,BELGIJSKIE
927,2016/05/15,7615749,PL,SPOLDZIELCZE
928,2016/05/15,7704057,PL,CAL
929,2016/05/15,6519302,PL,REMONTOWE
930,2016/05/15,9015448,AG,CHORZOWSKIE
931,2016/05/15,9070448,US,CZESKIE
932,2016/05/15,9360972,PT,FINSKIE
933,2016/05/15,9459149,SG,BYTOMSKIE
934,2016/05/15,9612533,NL,PARNICKIE
935,2016/05/16,9148166,AG,BULGARSKIE
936,2016/05/16,9552068,AG,SLOWACKIE
937,2016/05/16,9427524,DK,FOSFATOWE DALBY
938,2016/05/16,8609606,FI,HUTA (KRA)
939,2016/05/16,9583859,AG,SNOP N
940,2016/05/16,8918708,NL,WEGIERSKIE
941,2016/05/16,8407711,CY,MAK
942,2016/05/16,9374674,DE,GORNOSLASKIE
943,2016/05/16,9411771,NL,HOLENDERSKIE
944,2016/05/16,9467196,NL,REGALICA
945,2016/05/17,9245263,AG,KATOWICKIE
946,2016/05/17,9549621,RU,SLOWACKIE
947,2016/05/17,9279018,AG,WEGIERSKIE
948,2016/05/17,9528512,GI,ARSENAL
949,2016/05/17,9313802,NL,POLSKIE
950,2016/05/17,9336062,PA,FINSKIE
951,2016/05/17,9136096,BE,HUTA (KRA)
952,2016/05/17,9300489,PT,PARNICKIE
953,2016/05/18,8205187,AG,GLIWICKIE
954,2016/05/18,9117416,LR,BULGARSKIE
955,2016/05/18,8611013,AG,SNOP N
956,2016/05/18,8211629,CK,DRZETOWSKIE N
957,2016/05/18,9080675,LT,BULGARSKIE
958,2016/05/19,9260407,PT,PARNICKIE
959,2016/05/19,9333450,AG,HUTA (KRA)
960,2016/05/19,9341316,GI,WROCLAWSKIE
961,2016/05/19,8919934,US,CZESKIE
962,2016/05/19,9219874,NL,FINSKIE
963,2016/05/19,9155872,FI,KATOWICKIE
964,2016/05/20,8505953,MT,CHORZOWSKIE
965,2016/05/20,9503902,CY,PARNICKIE
966,2016/05/20,9238404,NO,SNOP N
967,2016/05/20,9349186,AG,FINSKIE
968,2016/05/20,8129395,FO,BYTOMSKIE
969,2016/05/20,9118496,NO,HUTA (KRA)
970,2016/05/20,9366146,SG,GLIWICKIE
971,2016/05/20,9523940,GB,KATOWICKIE
972,2016/05/21,9360996,CY,FINSKIE
973,2016/05/21,9248538,GB,CZESKIE
974,2016/05/21,9284702,MH,CHORZOWSKIE
975,2016/05/21,9361354,NL,CEMENTOWE
976,2016/05/21,9038397,BS,SNOP N
977,2016/05/22,9057238,NL,BYTOMSKIE
978,2016/05/22,9357482,NL,PRZEMYSLOWE
979,2016/05/22,9161247,PL,BULWAR CHROBREGO
980,2016/05/22,9427524,DK,FOSFATOWE DALBY
981,2016/05/22,9180853,AG,BULGARSKIE
982,2016/05/22,9528512,GI,GLIWICKIE
983,2016/05/23,8919221,AG,DRZETOWSKIE N
984,2016/05/23,9165308,AG,KATOWICKIE
985,2016/05/23,9136307,DK,ARSENAL
986,2016/05/23,9448671,LR,FINSKIE
987,2016/05/23,9593713,HK,SLOWACKIE
988,2016/05/23,8913485,BB,BYTOMSKIE
989,2016/05/23,9552020,AG,SLOWACKIE
990,2016/05/23,9374686,AN,HOLENDERSKIE
991,2016/05/23,9431018,MT,KATOWICKIE
992,2016/05/24,9032458,VC,DRZETOWSKIE N
993,2016/05/24,9223435,NL,HUTA (KRA)
994,2016/05/24,9123312,CY,REGALICA
995,2016/05/24,9195717,NL,REMONTOWE
996,2016/05/24,9150509,MT,HUK
997,2016/05/25,6507983,VC,ODRA STARE
998,2016/05/25,7704057,PL,CAL
999,2016/05/26,8628133,RU,BYTOMSKIE
1000,2016/05/26,9583859,AG,HUTA (KRA)
1001,2016/05/26,9467201,NL,SLOWACKIE
1002,2016/05/26,8915744,CY,GLIWICKIE
1003,2016/05/26,9344320,PT,PARNICKIE
1004,2016/05/27,9617301,CY,REGALICA
1005,2016/05/27,9434761,AG,BELGIJSKIE
1006,2016/05/27,9454383,AG,HUTA (KRA)
1007,2016/05/27,9219874,NL,FINSKIE
1008,2016/05/27,9161247,PL,BULWAR CHROBREGO
1009,2016/05/27,9319430,GI,GLIWICKIE
1010,2016/05/27,9150080,GI,CZESKIE
1011,2016/05/27,7615749,PL,SPOLDZIELCZE
1012,2016/05/27,9085455,BE,PARNICKIE
1013,2016/05/27,9051210,BS,WALBRZYSKIE
1014,2016/05/27,8505927,AG,KATOWICKIE
1015,2016/05/27,8404458,VU,REMONTOWE
1016,2016/05/28,9192612,BB,GORNOSLASKIE
1017,2016/05/28,9306201,LR,FINSKIE
1018,2016/05/28,9005730,BB,SNOP N
1019,2016/05/28,8714841,DE,SNOP S
1020,2016/05/28,9360996,CY,FINSKIE
1021,2016/05/28,8919855,AG,SLOWACKIE
1022,2016/05/29,8402577,AG,HUTA (KRA)
1023,2016/05/29,8913708,NO,HUTA (KRA)
1024,2016/05/29,9150511,MT,HUK
1025,2016/05/29,9382748,NL,POLSKIE
1026,2016/05/29,9462744,NL,KATOWICKIE
1027,2016/05/29,9252929,GI,PARNICKIE
1028,2016/05/29,9549607,RU,SLOWACKIE
1029,2016/05/29,9528500,GI,SLOWACKIE
1030,2016/05/29,8820107,MT,PRZEMYSLOWE
1031,2016/05/29,9456460,TR,CZESKIE
1032,2016/05/30,8019344,NO,BULWAR CHROBREGO
1033,2016/05/30,9525182,IM,CPN III
1034,2016/05/30,8918734,NL,WEGIERSKIE
1035,2016/05/30,9344320,PT,PARNICKIE
1036,2016/05/30,9536521,AG,HUTA (KRA)
1037,2016/05/30,8420098,DE,SNOP S
1038,2016/05/30,9450753,LR,KATOWICKIE
1039,2016/05/30,9001837,PL,KATOWICKIE
1040,2016/05/30,8225474,PL,WARSZTATOWE
1041,2016/05/30,9422275,AG,SLOWACKIE
1042,2016/05/30,9142643,AG,BULGARSKIE
1043,2016/05/31,9341782,NL,HUTA (KRA)
1044,2016/05/31,9359648,FO,WULKAN S
1045,2016/05/31,9279070,AG,PARNICKIE
1046,2016/05/31,9518232,DE,SLOWACKIE
1047,2016/06/01,9103972,DE,ANGIELSKIE
1048,2016/06/01,9000699,BS,BULWAR CHROBREGO
1049,2016/06/01,7704057,PL,CAL
1050,2016/06/02,8324684,CY,BYTOMSKIE
1051,2016/06/02,9060687,MT,GLIWICKIE
1052,2016/06/02,8211629,CK,CHORZOWSKIE
1053,2016/06/02,9255622,AN,GORNOSLASKIE
1054,2016/06/02,9334387,MT,DOK 5
1055,2016/06/02,9238387,NL,PARNICKIE
1056,2016/06/02,7615749,PL,SPOLDZIELCZE
1057,2016/06/02,8611013,AG,SNOP N
1058,2016/06/03,9051210,BS,WALBRZYSKIE
1059,2016/06/03,9219874,NL,CZESKIE
1060,2016/06/03,9161247,PL,BULWAR CHROBREGO
1061,2016/06/03,9349186,AG,FINSKIE
1062,2016/06/03,9427524,DK,FOSFATOWE DALBY
1063,2016/06/03,9196204,NL,HOLENDERSKIE
1064,2016/06/03,8913708,NO,FARBOLAK SWFIL
1065,2016/06/03,9043366,DK,PIRS E
1066,2016/06/03,9361366,NL,CEMENTOWE
1067,2016/06/03,8867246,RU,SLOWACKIE
1068,2016/06/03,9540730,PA,GORNOSLASKIE
1069,2016/06/04,8129395,FO,CHORZOWSKIE
1070,2016/06/04,9306079,IM,FINSKIE
1071,2016/06/04,6617855,AG,ODRA NOWE
1072,2016/06/04,7704057,PL,CAL
1073,2016/06/04,8818623,AG,WALBRZYSKIE
1074,2016/06/04,9341768,NL,PRZEMYSLOWE
1075,2016/06/05,9201803,NL,SLOWACKIE
1076,2016/06/05,9360996,CY,FINSKIE
1077,2016/06/05,8918485,MT,CHORZOWSKIE
1078,2016/06/05,8918708,NL,WEGIERSKIE
1079,2016/06/05,9194282,NL,BYTOMSKIE
1080,2016/06/06,9505687,LV,SLOWACKIE
1081,2016/06/06,9297591,DE,FINSKIE
1082,2016/06/06,8412417,VC,HUTA (KRA)
1083,2016/06/06,9001825,VC,GLIWICKIE
1084,2016/06/06,7704057,PL,CAL
1085,2016/06/07,8914283,BS,CZESKIE
1086,2016/06/07,9128336,GI,SLOWACKIE
1087,2016/06/07,9549657,RU,SLOWACKIE
1088,2016/06/07,9115987,AG,WALBRZYSKIE
1089,2016/06/08,9381433,PT,GORNOSLASKIE
1090,2016/06/08,9325142,AG,REGALICA
1091,2016/06/08,9017379,BB,PARNICKIE
1092,2016/06/08,9167978,LV,DRZETOWSKIE N
1093,2016/06/08,9434577,AG,CHORZOWSKIE
1094,2016/06/08,9081356,CY,GORNOSLASKIE
1095,2016/06/08,8707783,AG,KATOWICKIE
1096,2016/06/08,9165308,AG,CZESKIE
1097,2016/06/08,9516179,CY,GLIWICKIE
1098,2016/06/08,8222185,AG,SNOP S
1099,2016/06/09,9558050,GB,CHORZOWSKIE
1100,2016/06/09,9142643,AG,BULGARSKIE
1101,2016/06/09,6605448,PL,WARSZTATOWE
1102,2016/06/09,9356505,NL,HOLENDERSKIE
1103,2016/06/09,9452622,BS,SLOWACKIE
1104,2016/06/09,9161247,PL,STAROWKA
1105,2016/06/09,9345362,BE,BELGIJSKIE
1106,2016/06/09,7821075,PL,BULWAR CHROBREGO
1107,2016/06/09,9552070,AG,WALBRZYSKIE
1108,2016/06/09,8603365,RU,BYTOMSKIE
1109,2016/06/09,9043366,DK,PIRS E
1110,2016/06/10,9408645,NL,WARSZTATOWE
1111,2016/06/10,9142629,NL,HUTA (KRA)
1112,2016/06/10,9219874,NL,FINSKIE
1113,2016/06/10,9150080,GI,CZESKIE
1114,2016/06/10,7615749,PL,HUTA (KRA)
1115,2016/06/10,7638349,BS,CEMENTOWE
1116,2016/06/10,9534303,AG,GLIWICKIE
1117,2016/06/11,9136101,BE,PARNICKIE
1118,2016/06/11,8320585,DM,POLSKIE
1119,2016/06/11,9156175,GI,REGALICA
